机构编号,医疗机构名称,医疗机构等级,医疗机构类型,医疗机构地址
H11011802849,北京市密云区太师屯镇黑古沿村村卫生室,未定级,村卫生室,北京市密云区太师屯镇黑古沿村125号
H11011802850,北京市密云区太师屯镇上金山村村卫生室,未定级,村卫生室,北京市密云区太师屯镇上金山村43号
H11011802851,北京市密云区太师屯镇黄各庄村村卫生室,未定级,村卫生室,北京市密云区太师屯镇黄各庄村祖各庄35号
H11011802852,北京市密云区太师屯镇大漕村素娟村卫生室,未定级,村卫生室,北京市密云区太师屯镇大漕村140号
H11011502006,北京市大兴区瀛海镇社区卫生服务中心（北京市大兴区瀛海医院）,一级,社区卫生服务中心,北京市大兴区瀛海镇瀛海路2号
H11011502099,北京市大兴区城镇兴政东里社区卫生服务站,未定级,社区卫生服务站,北京市大兴区兴政东里11号楼西侧
H11011502100,北京市大兴区颐乐养老院医务室,未定级,医务室,北京市大兴区魏善庄镇魏善庄村
H11011502101,北京市大兴区安泰老年护养院医务室,未定级,医务室,北京市大兴区黄村镇刘二村
H11011502103,北京市大兴区弘福达养老服务中心医务室,未定级,医务室,北京市大兴区福海路5号
H11011502104,大兴区城镇滨河西里社区卫生服务站,未定级,社区卫生服务站,北京市大兴区滨河西里北区2号楼旁边
H11011502111,北京市大兴区魏善庄镇东枣林社区卫生服务站,未定级,社区卫生服务站,北京市大兴区魏善庄镇东枣林村
H11011502112,北京市大兴区魏善庄镇河南辛庄社区卫生服务站,未定级,社区卫生服务站,北京市大兴区魏善庄镇河南辛庄村
H11011502113,北京市大兴区魏善庄镇赵庄子社区卫生服务站,未定级,社区卫生服务站,北京市大兴区魏善庄镇赵庄子村
H11011502114,北京市大兴区旧宫镇云龙家园社区卫生服务站,未定级,社区卫生服务站,北京市大兴区旧宫镇云龙家园15号会所1楼
H11011501291,北京市大兴榆垡镇社区卫生服务中心（北京市大兴区榆垡镇中心卫生院）,一级,中心卫生院,北京市大兴区榆垡镇榆垡路9号
H11011501292,北京市大兴区长子营镇周营社区卫生服务站,未定级,社区卫生服务站,北京市大兴区长子营镇周营村
��宫村178号
H11011501293,北京市大兴区长子营镇沁水营社区卫生服务站,未定级,社区卫生服务站,北京市大兴区长子营镇沁水营村
H11011701396,北京市平谷区大华山镇社区卫生服务中心（北京市平谷区大华山中心卫生院）,一级,社区卫生服务中心,北京市平谷区大华山镇大华山村西
H11011501294,北京市大兴区长子营镇郑二营社区卫生服务站,未定级,社区卫生服务站,北京市大兴区长子营镇郑二营村
��
H11011501295,北京市大兴区长子营镇牛坊社区卫生服务站,未定级,社区卫生服务站,北京市大兴区长子营镇牛坊村
H11011701399,北京市平谷区大华山镇西峪村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大华山镇西峪村委会院内（西峪大街1号）
H11011501296,北京市大兴区长子营镇安场社区卫生服务站,未定级,社区卫生服务站,北京市大兴区长子营镇安场村
H11011701400,北京市平谷区大华山镇小峪子村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大华山镇小峪子村峪华路2号
H11011501297,北京市大兴区长子营镇中心卫生院,一级,中心卫生院,北京市大兴区长子营镇长子营村
H11011701401,北京市平谷区大兴庄镇白各庄社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大兴庄镇白各庄村白各庄大街
H11011701402,北京市平谷区大兴庄镇北埝头社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大兴庄镇北埝头村北埝头大街
H11011501298,北京市大兴区中西医结合医院,三级,中西医结合医院,大兴区瀛海镇中兴南路3号
H11011501299,北京同安骨科医院,二级,骨科医院,北京市大兴区西红门镇五村京开路西侧星光巷4号
H11011701405,北京市平谷区大兴庄镇管家庄社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大兴庄镇管家庄村管家庄大街
H11011501300,北京万博脑康中医医院,一级,中医（综合）医院,北京市大兴区西红门镇金星路东5号
H11011701407,北京市平谷区大兴庄镇韩屯社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大兴庄镇韩屯村韩屯大街
H11011501281,北京市大兴区艺苑桐城社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村镇艺苑桐城小区东门北
H11011401993,北京市昌平区延寿社区卫生服务中心黑山寨社区卫生服务站,未定级,社区卫生服务站,北京市昌平区延寿镇黑山寨村
H11011501271,北京市大兴区融汇社区卫生服务站,未定级,社区卫生服务站,北京市大兴区华佗路1号院6号楼首层103室
H11011401994,北京市昌平区延寿社区卫生服务中心慈悲峪社区卫生服务站,未定级,社区卫生服务站,北京市昌平区延寿镇慈悲峪村
H11011501282,北京市大兴区瀛海镇南海家园第二社区卫生服务站,未定级,社区卫生服务站,北京市大兴区瀛海镇南海家园六里18号楼
H11011501272,北京市大兴区魏善庄镇社区卫生服务中心（北京市大兴区魏善庄镇中心卫生院）,一级,社区卫生服务中心,北京市大兴区魏新街12号院、北京市大兴区魏善庄镇半壁店村
H11011401995,北京市昌平区延寿社区卫生服务中心下口社区卫生服务站,未定级,社区卫生服务站,北京市昌平区十三陵镇下口村
H11011501283,北京市大兴区瀛海镇南海家园第一社区卫生服务站,未定级,社区卫生服务站,北京市大兴区瀛海镇南海家园五里4号楼
H11011501273,北京市大兴区西红门宏福园社区卫生服务站,未定级,社区卫生服务站,北京市大兴区西红门宏福园小区
H11011401996,北京市昌平区延寿社区卫生服务中心下庄社区卫生服务站,未定级,社区卫生服务站,北京市昌平区延寿镇下庄村
H11011501284,北京市大兴区榆垡镇留士庄社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇留士庄村
H11011501274,北京市大兴区西红门镇寿保庄社区卫生服务站,未定级,社区卫生服务站,大兴区西红门镇团河路寿保庄村西侧
H11011401997,北京市昌平区北七家社区卫生服务中心燕丹社区卫生服务站,未定级,社区卫生服务站,北京市昌平区北七家镇燕丹村
H11011501285,北京市大兴区榆垡镇履磕社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇履磕村
H11011401999,北京市昌平区十三陵温馨老年公寓中医门诊部,未定级,中医门诊部,北京市昌平区十三陵镇南新村向东800米处
H11011501286,北京市大兴区榆垡镇南张华社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇南张华村
H11011402000,中国石油大学（北京）医院,未定级,综合医院,北京市昌平区府学路18号院内
H11011501276,北京市大兴区西红门镇欣清社区卫生服务站,未定级,社区卫生服务站,北京市大兴区西红门镇欣荣南大街5号院17-1号
H11011501287,北京市大兴区榆垡镇求贤社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇求贤村
H11011402001,北京市昌平区妇幼保健院  北京市昌平区妇幼保健计划生育服务中心,二级,妇幼保健院,北京市昌平区北环路1号
H11011501288,北京市大兴区榆垡镇榆垡社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇西胡林村
H11011501277,北京市大兴区西红门镇团河社区卫生服务站,未定级,社区卫生服务站,北京市大兴区西红门镇团河村
H11011402002,北京市昌平区崔村镇棉山村卫生室,未定级,村卫生室,北京市昌平区崔村镇棉山村委会院内168号
��大队
H11011501278,北京市大兴区心康医院,二级,精神病医院,大兴区黄村镇黄良路口北侧
H11011501290,北京市大兴区榆垡镇石垡社区卫生服务站,未定级,社区卫生服务站,北京市大兴区榆垡镇石垡村
H11011501279,北京市大兴区兴丰街道社区卫生服务中心,一级,社区卫生服务中心,大兴区黄村镇富强路20号
H11011402003,北京市昌平区沙河社区卫生服务中心白各庄社区卫生服务站,未定级,社区卫生服务站,北京市昌平区沙河镇白各庄新村物业楼东楼
H11011501280,北京市大兴区一福寿山福海中医医院,一级,中医（综合）医院,北京市大兴区庞各庄镇苗圃路51号院6号楼
H11011602014,北京市怀柔区渤海镇卫生院（北京市怀柔区渤海镇社区卫生服务中心）,一级,社区卫生服务中心,北京市怀柔区渤海镇渤海所村
H11011602015,北京市怀柔区宝山镇卫生院（北京市怀柔区宝山镇社区卫生服务中心）,一级,乡卫生院,北京市怀柔区宝山镇宝山寺村
H11011602016,北京市怀柔区宝山镇卫生院（北京市怀柔区宝山镇社区卫生服务中心）碾子社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区宝山镇碾子村
H11011602043,北京市怀柔区喇叭沟门满族乡卫生院（北京市怀柔区喇叭沟门满族乡社区卫生服务中心）,一级,乡卫生院,怀柔区喇叭沟门村
H11011602044,北京市怀柔区杨宋镇社区卫生服务中心（北京市怀柔区杨宋镇卫生院）张自口社区卫生服务站,未定级,社区卫生服务站,怀柔区杨宋镇张自口村
H11011602059,北京市怀柔区雁栖医院（北京市怀柔区雁栖镇社区卫生服务中心）,一级,综合医院,北京市怀柔区雁栖镇下庄村南
H11011602061,北京市怀柔区怀北镇卫生院（北京市怀柔区怀北镇社区卫生服务中心）,一级,社区卫生服务中心,北京市怀柔区怀北镇西庄村村西312号
H11011602062,北京市怀柔区庙城镇卫生院（北京市怀柔区庙城镇社区卫生服务中心）郑重庄社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区庙城镇郑重庄村
H11011602063,北京市怀柔区怀柔镇社区卫生服务中心唐自口社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区怀柔镇唐自口村
H11011602064,北京市怀柔区庙城镇卫生院（北京市怀柔区庙城镇社区卫生服务中心）融城社区卫生服务站,未定级,社区卫生服务站,怀柔区庙城镇融城小区
H11011600826,北京京北健永口腔医院,二级,口腔医院,北京市怀柔区滨湖南街6号、北京市怀柔区迎宾北路18号
H11011502273,北京市大兴区城镇黄村西里社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村西里60号楼北侧
H11011600868,北京市怀柔安佳医院,二级,精神病医院,怀柔区怀北镇火车站路1区23号
H11011502275,北京市大兴区西红门镇新建社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄亦路大生庄南100米
H11011600908,北京市怀柔区渤海镇卫生院（北京市怀柔区渤海镇社区卫生服务中心）马道峪社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区渤海镇马道峪村
H11011502318,北京普祥中医肿瘤医院,二级,其他中医专科医院,北京市大兴区亦庄镇成寿寺路2号
H11011600909,北京市怀柔区渤海镇卫生院（北京市怀柔区渤海镇社区卫生服务中心）沙峪社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区渤海镇沙峪村
H11011600910,北京市怀柔区渤海镇卫生院（北京市怀柔区渤海镇社区卫生服务中心）三渡河社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区渤海镇三渡河村
H11011502327,北京市大兴区城镇清源西里社区卫生服务站,未定级,社区卫生服务站,大兴区清源西里小区
H11011600911,北京市怀柔区怀北镇卫生院（北京市怀柔区怀北镇社区卫生服务中心）河防口社区卫生服务站,未定级,社区卫生服务站,北京市怀柔区怀北镇河防口村
